lead_id;subid;id;scenario_name;status;action;postback_status;date
7000029;95f1c90b23356;310000073;es_sms_flow;success;sms;delivrd;17-07-2024
7000048;9c21ef3f05780;310000119;ro_email_flow;success;email;delivrd;23-02-2025
7000048;9c21ef3f05780;310000120;ro_sms_flow;success;sms;delivrd;24-02-2025
7000012;9d5181d953035;310000029;mx_email_flow;success;email;delivrd;20-02-2025
7000012;9d5181d953035;310000030;mx_sms_flow;success;sms;delivrd;21-02-2025
7000009;a01ab1ef47eff;310000021;mx_email_flow;success;email;delivrd;15-07-2024
7000009;a01ab1ef47eff;310000022;mx_sms_flow;success;sms;delivrd;16-07-2024
7000009;a01ab1ef47eff;310000023;mx_sms_flow;success;sms;delivrd;17-07-2024
7000019;a6b0a4970cd73;310000047;co_email_flow;success;email;delivrd;09-11-2024
7000019;a6b0a4970cd73;310000048;co_sms_flow;success;sms;delivrd;11-11-2024
7000059;aa6523246f7dc;310000147;ph_email_flow;success;email;delivrd;14-11-2024
7000059;aa6523246f7dc;310000148;ph_sms_flow;success;sms;delivrd;16-11-2024
7000047;ac0a70dced610;310000117;ro_email_flow;success;email;delivrd;13-11-2024
7000047;ac0a70dced610;310000118;ro_sms_flow;success;sms;delivrd;15-11-2024
7000066;adeb466645afc;310000164;vn_email_flow;success;email;delivrd;28-08-2024
7000066;adeb466645afc;310000165;vn_sms_flow;success;sms;delivrd;29-08-2024
7000066;adeb466645afc;310000166;vn_sms_flow;success;sms;delivrd;30-08-2024
7000006;ae16041a0e75f;310000014;mx_email_flow;success;email;delivrd;23-08-2024
7000006;ae16041a0e75f;310000015;mx_sms_flow;success;sms;delivrd;24-08-2024
7000006;ae16041a0e75f;310000016;mx_sms_flow;success;sms;delivrd;25-08-2024
7000044;b043f17bda90d;310000109;ro_email_flow;success;email;delivrd;21-02-2025
7000044;b043f17bda90d;310000110;ro_sms_flow;success;sms;delivrd;22-02-2025
7000014;b52b13d736992;310000034;co_email_flow;success;email;delivrd;22-08-2024
7000014;b52b13d736992;310000035;co_sms_flow;success;sms;delivrd;23-08-2024
7000014;b52b13d736992;310000036;co_sms_flow;success;sms;delivrd;24-08-2024
7000005;b6c8b73478ede;310000011;mx_email_flow;success;email;delivrd;13-07-2024
7000005;b6c8b73478ede;310000012;mx_sms_flow;success;sms;delivrd;14-07-2024
7000005;b6c8b73478ede;310000013;mx_sms_flow;success;sms;delivrd;15-07-2024
7000021;b7a87beade184;310000051;co_email_flow;success;email;delivrd;16-07-2024
7000021;b7a87beade184;310000052;co_sms_flow;success;sms;delivrd;17-07-2024
7000021;b7a87beade184;310000053;co_sms_flow;success;sms;delivrd;18-07-2024
7000051;b7bd55c4f1226;310000127;ph_email_flow;success;email;delivrd;10-11-2024
7000051;b7bd55c4f1226;310000128;ph_sms_flow;success;sms;delivrd;12-11-2024
7000060;bb4e77d576b20;310000149;ph_email_flow;success;email;delivrd;24-02-2025
7000060;bb4e77d576b20;310000150;ph_sms_flow;success;sms;delivrd;25-02-2025
7000057;bf2c4faeb66f2;310000141;ph_email_flow;success;email;delivrd;19-07-2024
7000057;bf2c4faeb66f2;310000142;ph_sms_flow;success;sms;delivrd;20-07-2024
7000057;bf2c4faeb66f2;310000143;ph_sms_flow;success;sms;delivrd;21-07-2024
7000022;c3d081b6fa798;310000054;co_email_flow;success;email;delivrd;26-08-2024
7000022;c3d081b6fa798;310000055;co_sms_flow;success;sms;delivrd;27-08-2024
7000022;c3d081b6fa798;310000056;co_sms_flow;success;sms;delivrd;28-08-2024
7000046;c4177033adcbf;310000114;ro_email_flow;success;email;delivrd;28-08-2024
7000046;c4177033adcbf;310000115;ro_sms_flow;success;sms;delivrd;29-08-2024
7000046;c4177033adcbf;310000116;ro_sms_flow;success;sms;delivrd;30-08-2024
7000020;c4adb484dc0b8;310000049;co_email_flow;success;email;delivrd;19-02-2025
7000020;c4adb484dc0b8;310000050;co_sms_flow;success;sms;delivrd;20-02-2025
7000010;c73448c3184f8;310000024;mx_email_flow;success;email;delivrd;25-08-2024
7000010;c73448c3184f8;310000025;mx_sms_flow;success;sms;delivrd;26-08-2024
7000010;c73448c3184f8;310000026;mx_sms_flow;success;sms;delivrd;27-08-2024
7000008;c7b08405dfff7;310000019;mx_email_flow;success;email;delivrd;18-02-2025
7000008;c7b08405dfff7;310000020;mx_sms_flow;success;sms;delivrd;19-02-2025
7000001;c7b0ca680941e;310000001;mx_email_flow;success;email;delivrd;11-07-2024
7000001;c7b0ca680941e;310000002;mx_sms_flow;success;sms;delivrd;12-07-2024
7000001;c7b0ca680941e;310000003;mx_sms_flow;success;sms;delivrd;13-07-2024
7000011;c8fb4e6b27214;310000027;mx_email_flow;success;email;delivrd;10-11-2024
7000011;c8fb4e6b27214;310000028;mx_sms_flow;success;sms;delivrd;12-11-2024
7000062;cba78d9fe6b03;310000154;vn_email_flow;success;email;delivrd;26-08-2024
7000062;cba78d9fe6b03;310000155;vn_sms_flow;success;sms;delivrd;27-08-2024
7000062;cba78d9fe6b03;310000156;vn_sms_flow;success;sms;delivrd;28-08-2024
7000018;db82cc10c2c7d;310000044;co_email_flow;success;email;delivrd;24-08-2024
7000018;db82cc10c2c7d;310000045;co_sms_flow;success;sms;delivrd;25-08-2024
7000018;db82cc10c2c7d;310000046;co_sms_flow;success;sms;delivrd;26-08-2024
7000015;dc32ef51772c6;310000037;co_email_flow;success;email;delivrd;07-11-2024
7000015;dc32ef51772c6;310000038;co_sms_flow;success;sms;delivrd;09-11-2024
7000065;de4c140857ae4;310000161;vn_email_flow;success;email;delivrd;18-07-2024
7000065;de4c140857ae4;310000162;vn_sms_flow;success;sms;delivrd;19-07-2024
7000065;de4c140857ae4;310000163;vn_sms_flow;success;sms;delivrd;20-07-2024
7000030;e12e106089444;310000074;es_email_flow;success;email;delivrd;25-08-2024
7000030;e12e106089444;310000075;es_sms_flow;success;sms;delivrd;26-08-2024
7000030;e12e106089444;310000076;es_sms_flow;success;sms;delivrd;27-08-2024
7000027;e16299ea14a18;310000067;es_email_flow;success;email;delivrd;08-11-2024
7000027;e16299ea14a18;310000068;es_sms_flow;success;sms;delivrd;10-11-2024
7000054;e217a7c156d22;310000134;ph_email_flow;success;email;delivrd;27-08-2024
7000054;e217a7c156d22;310000135;ph_sms_flow;success;sms;delivrd;28-08-2024
7000054;e217a7c156d22;310000136;ph_sms_flow;success;sms;delivrd;29-08-2024
7000069;e7409bfd159a5;310000171;vn_email_flow;success;email;delivrd;20-07-2024
7000069;e7409bfd159a5;310000172;vn_sms_flow;success;sms;delivrd;21-07-2024
7000069;e7409bfd159a5;310000173;vn_sms_flow;success;sms;delivrd;22-07-2024
7000032;e7aeb0819aad8;310000079;es_email_flow;success;email;delivrd;20-02-2025
7000032;e7aeb0819aad8;310000080;es_sms_flow;success;sms;delivrd;21-02-2025
7000061;edae94f472ee5;310000151;vn_email_flow;success;email;delivrd;16-07-2024
7000061;edae94f472ee5;310000152;vn_sms_flow;success;sms;delivrd;17-07-2024
7000061;edae94f472ee5;310000153;vn_sms_flow;success;sms;delivrd;18-07-2024
7000028;ef4a8cb042b82;310000069;es_email_flow;success;email;delivrd;18-02-2025
7000028;ef4a8cb042b82;310000070;es_sms_flow;success;sms;delivrd;19-02-2025
7000058;fc7a7f9f6516b;310000144;ph_email_flow;success;email;delivrd;29-08-2024
7000058;fc7a7f9f6516b;310000145;ph_sms_flow;success;sms;delivrd;30-08-2024
7000058;fc7a7f9f6516b;310000146;ph_sms_flow;success;sms;delivrd;31-08-2024
7000024;fd66d9ec6d61c;310000059;co_email_flow;success;email;delivrd;21-02-2025
7000024;fd66d9ec6d61c;310000060;co_sms_flow;success;sms;delivrd;22-02-2025
